ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Configuration,Additional Handset Telephones Supported,Frequency,Standby Power (W),Off Mode Power (W),External Proxy Capability,Physical Data Ports,Low Power Wireless Technologies,Gigabit Ethernet Ports,Fast Ethernet Ports,Energy Efficient Ethernet - Gigabit,Energy Efficient Ethernet - Fast,Display Resolution (pixels),Power Over Ethernet Class,External Power Supply,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2516633,"VTech Telecommunications, Ltd.",AT&T,DECT 6.0 cordless telephone,""" EL51203,EL51103, EL51303, El51#*3, El51##3,El50003, El50013, El500*3, El500#3""",,,Analog,Cordless,,None,0.79,,N/A,Other,None,0,0,0,0,,N/A,Yes,02/14/2023,06/21/2023,"United States, Canada","ES_1067513_"" EL51203,EL51103, EL51303, El51#*3, El51##3,El50003, El50013, El500*3, El500#3""_06212023180123_1010101"
3473702,"VTech Telecommunications, Ltd.",AT&T,DECT 6.0 cordless phone,"EL51203,EL51103, EL51303, EL51403, EL51503, EL51*#3, EL51**3, EL51#*3, EL51##3, EL51003, EL510*3, EL510#3",",EL51103, EL51303, EL51403, EL51503, EL51*#3, EL51**3, EL51#*3, EL51##3, EL51003, EL510*3, EL510#3,",,Analog,Cordless,,None,0.78,,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2024,05/01/2024,"United States, Canada","ES_1067513_EL51203,EL51103,EL51303,EL51403,EL51503,EL51*#3,EL51**3,EL51#*3,EL51##3,EL51003,EL510*3,EL510#3_05022024100810_1010101"
2334288,"VTech Telecommunications, Ltd.",AT&T,EL52119,EL52119,",EL52##9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,EL52#*9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,EL52119,1HS+1BS(W/ ITAD); ,EL52219,2HS+1BS(W/ ITAD)+ 1 charger; ,EL52319,3HS+1BS(W/ ITAD)+2 chargers; ,EL52429,4HS+1BS(W/ ITAD)+3 chargers",650530018695;650530021190;650530031779;650530031786;650530031793,Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/28/2019,03/07/2019,"United States, Canada",ES_1067513_EL52119_03072019111316_2376977
2508344,"VTech Telecommunications, Ltd.",AT&T,DECT 6.0 Cordless Phone,"EL52203,EL52103,EL52203,EL52303,EL52113,EL52213,EL52313,",,,Analog,Cordless,,None,0.88,,N/A,Other,None,0,0,0,0,,N/A,Yes,04/06/2023,06/06/2023,"United States, Canada","ES_EL52203,EL52103,EL52203,EL52303,EL52113,EL52213,EL52313_06142023174734_1010101"
2256683,"VTech Telecommunications, Ltd.",AT&T,EL52206,EL52206,",CS602#-##,#HS+1 BS+(#-1)Charger; ,CS602#-#*,#HS+1 BS+(#-1)Charger; ,CS602*-##,#HS+1 BS+(#-1)Charger; ,CS602*-#*,#HS+1 BS+(#-1)Charger; ,CS6029,1 base+1 handset; ,CS6029-2,1 base+2 handsets+1 charger; ,CS6029-3,1 base+3 handsets+2 chargers; ,EL52##6,1st""#""HS+1BS(W/ITAD)+(1st""#"" -1)Charger(s); ,EL52206,2HS+1BS(W/ ITAD)+1Charger; ,EL52246,1 base+2 handsets+1 charger; ,EL52256,1 base+2 handsets+1 charger; ,EL52306,3HS+1BS(W/ ITAD)+2Chargers; ,EL52346,3HS+1BS(W/ ITAD)+2Chargers; ,EL52356,3HS+1BS(W/ ITAD)+2Chargers; ,EL52406,4HS+1BS(W/ ITAD)+3Chargers",650530029714;650530029721;650530029752;650530029769;650530029905;650530032172;882032210189,Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/26/2015,01/13/2016,"United States, Canada",ES_1067513_EL52206_01112016183147_7084009
2303339,"VTech Telecommunications, Ltd.",AT&T,EL52303,EL52303,",EL52##3,1st # handsets + 1 base (w/ ITAD) + (1st # - 1) chargers(s); ,EL52103,1 handset + 1 base (w/ ITAD); ,EL52113,1 handset + 1 base (w/ ITAD); ,EL52203,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52213,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52253,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52303,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52313,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52353,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52503,5 handsets + 1 base (w/ ITAD) + 4 chargers",,Analog,Cordless,2,Other,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/22/2017,09/07/2017,"United States, Canada",ES_1067513_EL52303_08292017153558_2679101
2389870,"VTech Telecommunications, Ltd.",AT&T,DECT6.0 Cordless Phone,GL2101-2,",GL2101, GL2101-1K, GL2101-2K, GL2101-#**, GL2101-#*#, GL2101-##*, GL2101-###, GL2101-0, GL2101-0**, GL2101-0*#, GL2101-0#*, GL2101-0##,",650530032936;650530032943;650530032950,Analog,Cordless,1,Other,0.58,0,N/A,Other,Other,0,0,0,0,,N/A,Yes,09/09/2021,12/14/2021,"United States, Canada",ES_1067513_GL2101-2_12292021181719_1010101
2545491,"VTech Telecommunications, Ltd.",AT&T,DECT phone,SB67248,,,Analog,Corded,,None,0.18,,N/A,Other,None,0,0,0,0,,N/A,Yes,04/06/2023,06/26/2023,"United States, Canada",ES_1067513_SB67248_06302023182123_1010101
2268064,"VTech Telecommunications, Ltd.",AT&T,TL90076 HS,TL90076 HS,",TL90076 HS,1 Handset + 1 Charger; ,TL900Y6 HS,1 Handset + 1 Charger; ,TL900Y6,1 Handset + 1 Charger",,Analog,Additional Handset,0,None,0.1,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL90076 HS_05202016092925_1100274
2303917,"VTech Telecommunications, Ltd.",AT&T,TL90077,TL90077,",TL900#7,1 Handset + 1 Charger; ,TL900*7,1 Handset + 1 Charger; ,TL90077,1 Handset + 1 Charger",,Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,09/25/2017,United States,ES_1067513_TL90077_07102017105248_9856378
2229647,"VTech Telecommunications, Ltd.",AT&T,TL96273,TL96273,",TL96273,2HS+1BS(W/ ITAD)+1Charger; ,TL96323,3HS+1BS(W/ ITAD)+2Chargers; ,TL96373,3HS+1BS(W/ ITAD)+2Chargers; ,TL96473,4HS+1BS(W/ ITAD)+3Chargers; ,TL96XY3,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",,Analog,Cordless,1,None,0.79,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2014,03/12/2014,"United States, Canada",ES_1067513_TL96273_12112014201531_631524
2268065,"VTech Telecommunications, Ltd.",AT&T,TL96276,TL96276,",TL96276 BS,2 Handsets +1 Base + 1 Charger; ,TL96276 HS,2 Handsets +1 Base + 1 Charger; ,TL96276,2 Handsets +1 Base + 1 Charger; ,TL96456 BS,4 Handsets + 1 Base + 3 Chargers; ,TL96456 HS,4 Handsets + 1 Base + 3 Chargers; ,TL96456,4 Handsets + 1 Base + 3 Chargers; ,TL96XY6 BS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6 HS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6,X Handset + 1 Base + (X-1) Chargers",,Analog,Cordless,1,None,0.5,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL96276_05202016092724_5371820
2299859,"VTech Telecommunications, Ltd.",AT&T,TL96457,TL96457,",TL96##7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96#*7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96457,4 HS + 1 BS (W/ ITAD) + 3 chargers; ,TL96547,5 HS + 1 BS (W/ ITAD) + 4 chargers",,Analog,Cordless,1,None,0.4,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,07/11/2017,United States,ES_1067513_TL96457_07102017104739_6755792
2262613,"VTech Telecommunications, Ltd.",at&t/vtech,EL50005,EL50005,",CS690*-#*,# Handset + # Charger; ,CS6909,1 Handset + 1 Charger; ,CS6909-15,1 Handset + 1 Charger; ,CS6909-16,1 Handset + 1 Charger; ,CS6909-17,1 Handset + 1 Charger; ,CS6909-19,1 Handset + 1 Charger; ,EL500*5,1 Handset + 1 Charger; ,EL50005,1 Handset + 1 Charger",,Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/26/2015,01/14/2016,"United States, Canada",ES_1067513_EL50005_01082016094012_9378473
2511600,"VTech Telecommunications, Ltd.","AT&T,vtech",DECT 6.0 cordless telephone,"""DLP73210,DLP73410, DLP73440, DLP73540, DLP73#*0, DLP73##0, DLP70110, DLP701*0, DLP701#0, IS7256-3, IS725*-#*, IS725*-##, IS725#-#*, IS725#-##, BL103, BL103-2, BL103-3, BL103-4, BL103-5, BL103-#*, BL103-##, BL103-0, BL103-0*, BL103-0#, VS113, VS113-2,",,,Analog,Cordless,,None,0.87,,N/A,Other,None,0,0,0,0,,N/A,Yes,02/14/2023,06/14/2023,"United States, Canada","ES_""DLP73210,DLP73410, DLP73440, DLP73540, DLP73#*0, DLP73##0, DLP70110, DLP701*0, DLP701#0, IS7256-3, IS725*-#*, IS725*-##, IS725#-#*, IS725#-##, BL103, BL103-2, BL103-3, BL103-4, BL103-5, BL103-#*, BL103-##, BL103-0, BL103-0*, BL103-0#, VS113, VS113-2,"
2511894,"VTech Telecommunications, Ltd.","AT&T,vtech",DECT 6.0 cordless telephone,"""DLP73210,DLP73410, DLP73440, DLP73540, DLP73#*0, DLP73##0, DLP70110, DLP701*0, DLP701#0, IS7256-3, IS725*-#*, IS725*-##, IS725#-#*, IS725#-##, BL103, BL103-2, BL103-3, BL103-4, BL103-5, BL103-#*, BL103-##, BL103-0, BL103-0*, BL103-0#, VS113, VS113-2,",,,Analog,Cordless,,None,0.87,,N/A,Other,None,0,0,0,0,,N/A,Yes,02/14/2023,06/14/2023,"United States, Canada","ES_1109527_""DLP73210,DLP73410, DLP73440, DLP73540, DLP73#*0, DLP73##0, DLP70110, DLP701*0, DLP701#0, IS7256-3, IS725*-#*, IS725*-##, IS725#-#*, IS725#-##, BL103, BL103-2, BL103-3, BL103-4, BL103-5, BL103-#*, BL103-##, BL103-0, BL103-0*, BL103-0#, VS113, V"
2355502,"VTech Telecommunications, Ltd.",AT&T;vtech,CL83210,CL83210,",BL103-0#,1 HS + 1 charger; ,BL103-0*,1 HS + 1 charger; ,BL103-0,1 HS + 1 charger; ,BL103-0K,1 HS + 1 charger; ,CL80**0,1 handset +1 charger; ,CL80110,1 handset +1 charger; ,CL83**0,1st * handset s+ (1st *-1) chargers; ,CL83210,2 handsets+ 1 chargers; ,CL83440,4 handsets+ 3 chargers; ,DL70**0,1 handset +1 charger; ,DL70010,1 handset +1 charger; ,DL70020,1 handset +1 charger; ,DL72**0,1st * handset s+ (1st *-1) chargers; ,DL72210,2 handsets+ 1 chargers; ,DL72310,3 handsets+ 2 chargers; ,DL72340,3 handsets+ 2 chargers; ,DL72350,3 handsets+ 2 chargers; ,DLP70**0,1 handset +1 charger; ,DLP70110,1 handset +1 charger; ,DLP73**0,1st* handsets + (1st*-1) chargers; ,DLP73210,2 handsets +1 charger; ,DLP73410,4 handsets +3 chargers; ,DLP73440,4 handsets +3 chargers; ,DLP73540,5 handsets +4 chargers; ,IS725*-**,2nd * handsets + (2nd *-1) chargers; ,IS7256-3,3 handset s+ 2 chargers; ,VS113-0#,1 HS + 1 charger; ,VS113-0*,1 HS + 1 charger; ,VS113-0,1 HS + 1 charger",650530032509;650530032516;650530032530;650530032714;735078050106;882032200333,Analog,Additional Handset,1,None,0.3,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/31/2020,01/03/2020,"United States, Canada",ES_1067513_CL83210_01312020165710_3063165
2250210,"VTech Telecommunications, Ltd.","Bell, vtech",8025244,8025244,",8025243,1 base+1 handset; ,8025244,1 base+2 handset+1 charger; ,8025245,1 base+3 handset+2 chargers; ,LS6425,1  base+1 handset; ,LS6425-2,1  base+1 handset; ,LS6425-3,1  base+1 handset; ,LS6425-4,1  base+1 handset; ,LS642Z-XY,1 base+X handset+(X-1) charger(s)",,Analog,Cordless,0,None,0.79,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/04/2014,10/15/2015,"United States, Canada",ES_1067513_8025244_10132015114330_7029840
2516634,"VTech Telecommunications, Ltd.","Bell,vtech",DECT 6.0 cordless telephone,"""LS6425-2,8025243,8025244,8025245,LS6425, LS6425-3,LS6425-4,LS642*-#*,LS642*-##,LS642#-#*,LS642#-##,LS6405,LS640*-#*,LS640*-##,LS640#-#*,LS640#-##""",,,Analog,Cordless,,None,1.05,,N/A,Other,None,0,0,0,0,,N/A,Yes,02/14/2023,06/21/2023,"United States, Canada","ES_1067513_""LS6425-2,8025243,8025244,8025245,LS6425, LS6425-3,LS6425-4,LS642*-#*,LS642*-##,LS642#-#*,LS642#-##,LS6405,LS640*-#*,LS640*-##,LS640#-#*,LS640#-##""_06212023180428_1010101"
2217370,"VTech Telecommunications, Ltd.",CISCO,CP-8851NR,CP-8851NR,",CP-8851NR,NA",,Voice over Internet Protocol (VoIP),Corded,0,None,3.3,0.21,Not Supported,Universal Serial Bus (USB),None,2,2,0,0,800 x 480,Class 3,No,03/12/2015,03/17/2015,United States,ES_21829_CP-7861_08142014131159_9555932
2224512,"VTech Telecommunications, Ltd.",Clarity,BT914,BT914,",BT914,1 base + 1 handset",,Analog,Cordless,0,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,10/08/2014,10/08/2014,"United States, Canada",ES_1067513_BT914_11042014123749_6858178
2224513,"VTech Telecommunications, Ltd.",Clarity,BT914HS,BT914HS,",BT914HS,1HS + 1Charger",,Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,10/08/2014,10/08/2014,"United States, Canada",ES_1067513_BT914HS_11042014124658_8065454
2248382,"VTech Telecommunications, Ltd.",Clarity,D702HS,D702HS,",C1HS,1 Handset + 1 charger; ,D702HS,1 Handset + 1 charger; ,D703HS,1 Handset + 1 charger; ,D704HS,1 Handset + 1 charger",,Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_D702HS_09212015104645_6444818
2248381,"VTech Telecommunications, Ltd.",Clarity,D704,D704,",D702,1 Handset + 1 Base; ,D703,1 Handset + 1 Base; ,D704,1 Handset + 1 Base",,Analog,Cordless,0,None,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,02/25/2016,"United States, Canada",ES_1067513_D704_09212015105111_133172
2388770,"VTech Telecommunications, Ltd.",Clarity,D712,D712,",C2,1HS+1BS(W/ ITAD); ,D712,1HS+1BS(W/ ITAD); ,D713,1HS+1BS(W/ ITAD); ,D714,1HS+1BS(W/ ITAD)",017229134874;017229134959,Analog,Cordless,0,None,0.4,0,N/A,Other,None,0,0,0,0,,N/A,Yes,10/11/2021,12/03/2021,"United States, Canada",ES_1067513_D712_11122021175303_1672784
2248383,"VTech Telecommunications, Ltd.",Clarity,D714,D714,",D712,1 Handset + 1 Base; ,D713,1 Handset + 1 Base; ,D714,1 Handset + 1 Base",,Analog,Cordless,0,None,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_D714_09212015104851_3540002
2248384,"VTech Telecommunications, Ltd.",Clarity,E814CC,E814CC,",E814CC,1 Handset + 1 Base + 1 Charger",017229137035;017229137059,Analog,Corded,1,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_E814CC_09212015104257_3961755
2282518,"VTech Telecommunications, Ltd.",Clarity,XLC2+,XLC2+,,,Analog,Cordless,0,Other,1.2,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/15/2016,10/27/2016,"United States, Canada",ES_1067513_XLC2+_10252016175128_2827417
2283116,"VTech Telecommunications, Ltd.",Clarity,XLC3.4+,XLC3.4+,",C4220+,1 Base + 1 Handset; ,XLC3.4+,1 Base + 1 Handset; ,XLC4,1 Base + 1 Handset; ,XLC4-C,1 Base + 1 Handset",,Analog,Cordless,0,Other,1.2,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/11/2016,11/20/2017,"United States, Canada",ES_1067513_XLC3.4+_10272016113231_2149316
2305367,"VTech Telecommunications, Ltd.",Clarity,XLC7BT,XLC7BT,,,Analog,Cordless,1,Other,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/18/2017,10/19/2017,"United States, Canada",ES_1067513_XLC7BT_10172017175824_4936944
2283111,"VTech Telecommunications, Ltd.",Clarity,XLC7 HS,XLC7 HS,",XLC3.6+ HS,1 Handset + 1 Charger; ,XLC7 HS,1 Handset + 1 Charger",,Analog,Additional Handset,0,Other,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/11/2016,10/25/2016,"United States, Canada",ES_1067513_XLC3.6+ HS_10272016145204_9399530
2356105,"VTech Telecommunications, Ltd.",Clarity,XLC8HS,XLC8HS,,,Analog,Additional Handset,1,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/08/2020,03/10/2020,"United States, Canada",ES_1067513_XLC8HS_02282020175041_4903833
2356106,"VTech Telecommunications, Ltd.",Clarity,"XLC8, XLC8-GO","XLC8, XLC8-GO",,,Analog,Cordless,1,None,1.03,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/08/2020,03/10/2020,"United States, Canada","ES_1067513_XLC8, XLC8-GO_02282020174334_7436334"
2358366,"VTech Telecommunications, Ltd.",Clarity,XLCgo,XLCgo,",XLC8-GO CB,charger cradle; ,XLC8-GO HS2,speaker unit; ,XLCgo HS,speaker unit; ,XLCgo,charger cradle",,Analog,Conference,1,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/11/2020,04/22/2020,"United States, Canada",ES_1067513_XLCgo_04202020081224_8670465
2282202,"VTech Telecommunications, Ltd.",Motorola,CS5108,CS5108,",CS510*-#*,; ,CS5108,1 handset + 1 charger",,Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/01/2016,10/25/2016,"United States, Canada",ES_1067513_CS5108_10242016144241_5829431
2302151,"VTech Telecommunications, Ltd.",Motorola,RT8,RT8,",RT8##,1 handset + 1 charger; ,RT8#*,1 handset + 1 charger; ,RT8*#,1 handset + 1 charger; ,RT8**,1 handset + 1 charger; ,RT8,1 handset + 1 charger; ,RT81,1 handset + 1 charger",,Analog,Additional Handset,0,None,0.23,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/15/2017,08/16/2017,United States,ES_1067513_RT8_08152017182458_1216699
2302149,"VTech Telecommunications, Ltd.",Motorola,RT802,RT802,",RT8###,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8##*,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8##XT##,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8##XT#*,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8*##,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8*#*,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8*#XT##,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8*#XT#*,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT802,2 RT HS + 1 BS (W/ ITAD) + 1 RT charger; ,RT803,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers; ,RT803XT,2 RT HS + 1 BS (W/ ITAD) + 1 RT charger + 1 XT HS + 1 XT charger; ,RT804,4 RT HS + 1 BS (W/ ITAD) + 3 RT chargers; ,RT804XT,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers + 1 XT HS + 1 XT charger; ,RT805XT,4 RT HS + 1 BS (W/ ITAD) + 3 RT chargers + 1 XT HS + 1 XT charger; ,RT824XT,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers + 1 XT HS + 1 XT charger",,Analog,Cordless,0,Other,1,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,08/15/2017,08/16/2017,United States,ES_1067513_RT802_08152017105525_5448724
2291928,"VTech Telecommunications, Ltd.",Motorola,XT8,XT8,",XT8##,1 handset + 1 charger; ,XT8#*,1 handset + 1 charger; ,XT8*#,1 handset + 1 charger; ,XT8**,1 handset + 1 charger; ,XT8,1 handset + 1 charger; ,XT81,1 handset + 1 charger",,Analog,Additional Handset,0,Other,0.2,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,08/12/2017,02/27/2017,"United States, Canada",ES_1067513_XT8_02242017164744_8622857
2292282,"VTech Telecommunications, Ltd.",motorola;Vtech,XT801,XT801,",DS616#-##,# Handsets + 1 Base + (# - 1)chargers; ,DS616#-#*,# Handsets + 1 Base + (# - 1)chargers; ,DS616*-##,# Handsets + 1 Base + (# - 1)chargers; ,DS616*-#*,# Handsets + 1 Base + (# - 1)chargers; ,DS6161,1 handset + 1 base; ,XT8###,# Handsets + 1 Base + (# - 1)chargers; ,XT8##*,# Handsets + 1 Base + (# - 1)chargers; ,XT8*##,# Handsets + 1 Base + (# - 1)chargers; ,XT8*#*,# Handsets + 1 Base + (# - 1)chargers; ,XT801,1 Handset + 1 Base; ,XT802,2 Handsets + 1 Base + 1 Charger; ,XT803,3 Handsets + 1 Base + 2 Chargers; ,XT804,4 Handsets + 1 Base + 3 Chargers; ,XT811,1 Handset + 1 Base; ,XT821,1 Handset + 1 Base; ,XT822,2 Handsets + 1 Base + 1 Charger; ,XT831,1 Handset + 1 Base",,Analog,Cordless,1,Other,0.8,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,02/01/2017,02/27/2017,"United States, Canada",ES_1067513_XT801_02242017164248_8057367
2508346,"VTech Telecommunications, Ltd.",Radioshack,DECT6.0 Cordless Phone,"4300064, 4300065","M56,,",,Analog,Cordless,,None,0.52,,N/A,Other,None,0,0,0,0,,N/A,Yes,02/10/2023,06/06/2023,"United States, Canada","ES_4300064, 4300065_06142023175945_1010101"
2260255,"VTech Telecommunications, Ltd.",RadioShack; Vtech,4300064,4300064,",4300064,1BS(W/o ITAD)+1 handset; ,4300065,1BS(W/o ITAD)+1 handset; ,CS611#-## C,#HS+1BS+(#-1)Charger; ,CS611#-##,1Base(W/o ITAD)+#Handset+(#-1)Charger(s); ,CS611#-#* C,#HS+1BS+(#-1)Charger; ,CS611#-#*,1Base(W/o ITAD)+#Handset+(#-1)Charger(s); ,CS611*-## C,#HS+1BS+(#-1)Charger; ,CS611*-##,1Base(W/o ITAD)+#Handset+(#-1)Charger(s); ,CS611*-#* B,#Handset+(#-1)Charger(s)+1Base; ,CS611*-#* C,#HS+1BS+(#-1)Charger; ,CS611*-#*,1Base(W/o ITAD)+#Handset+(#-1)Charger(s); ,CS6114 B,1Handset+1Base; ,CS6114 C,BS(W/o ITAD)+1 handset; ,CS6114,1Base(W/o ITAD)+1Handset; ,CS6114-11 B,1Handset+1Base; ,CS6114-11 C,; ,CS6114-11,1Base(W/o ITAD)+1Handset; ,CS6114-2 B,2Handsets+1Charger+1Base; ,CS6114-2,1Base(W/o ITAD)+2Handsets+1Charger; ,CS6114-21 B,2Handset+1Charger+1Base; ,CS6114-21 C,1BS(W/o ITAD) +2 handset+1 charger; ,CS6114-21,1Base(W/o ITAD) +2Handsets+1Charger; ,CS6114-2C,; ,CS621#-##,#HS+1BS+(#-1)Charger; ,CS621#-#*,#HS+1BS+(#-1)Charger; ,CS621*-##,#HS+1BS+(#-1)Charger; ,CS621*-#*,#HS+1BS+(#-1)Charger; ,CS6214,1BS(W/o ITAD)+1 handset; ,CS6214-11,1BS(W/o ITAD)+1 handset; ,CS6214-2,1BS(W/o ITAD)+2 handset+1 charger; ,CS6214-21,1BS(W/o ITAD)+2 handset+1 charger; ,CS631#-##,#HS+1BS+(#-1)Charger; ,CS631#-#*,#HS+1BS+(#-1)Charger; ,CS631*-##,#HS+1BS+(#-1)Charger; ,CS631*-#*,#HS+1BS+(#-1)Charger; ,CS6314,1BS(W/o ITAD)+1 handset; ,CS6314-11,1BS(W/o ITAD)+1 handset; ,CS6314-2,1BS(W/o ITAD)+2 handset+1 charger; ,CS6314-21,1BS(W/o ITAD)+2 handset+1 charger; ,CS6314-3,1BS(W/o ITAD)+3 handset+2 charger; ,CS6314-31,1BS(W/o ITAD)+3 handset+2 charger; ,VA17141BK,1BS(W/o ITAD)+1 handset; ,VG101,1BS(W/o ITAD)+1 handset; ,VG101-##,1ST #HS+1BS+(1st #-1)Charger; ,VG101-#*,1ST #HS+1BS+(1st #-1)Charger; ,VG101-11,1BS(W/o ITAD)+1 handset; ,VG101-2,1BS(W/o ITAD)+2 handset+1 charger; ,VG101-212,1BS(W/o ITAD)+2 handset+1 charger; ,VG101-3,1BS(W/o ITAD)+3 handset+2 charger; ,VG101-31,1BS(W/o ITAD)+3 handset+2 charger",040293998912;040293998929;735078018625;735078025968;735078030221;735078043252;735078051424;735078051431;735078051639;735078052087;882032200876;882032200883;882032771819;882032771826;882032801509;882032801516,Analog,Cordless,1,Other,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/14/2011,02/18/2016,"United States, Canada",ES_1067513_CS6114-2_02182016100326_151636
2401411,"VTech Telecommunications, Ltd.",SNOM,SIP Phone corded,D713,,,Voice over Internet Protocol (VoIP),Corded,1,Other,2.204,0,N/A,Other,Other,0,0,0,0,,N/A,Yes,11/24/2021,09/02/2022,"United States, Canada",ES_1067513_D713_09122022181203_1010101
2838294,"VTech Telecommunications, Ltd.",SNOM,SIP Phone corded,"D713,D140,D150",,,Voice over Internet Protocol (VoIP),Corded,,None,2.64,,Base Capability,Other,None,0,0,0,0,,N/A,Yes,07/04/2023,11/30/2023,"United States, Canada","ES_1067513_D713,D140,D150_12052023193622_1010101"
3418883,"VTech Telecommunications, Ltd.",SNOM,D812,D812,,810100350925,Voice over Internet Protocol (VoIP),Corded,0,None,2.4,0,N/A,Other,None,1,1,0,0,,Class 3,Yes,11/12/2023,03/18/2024,"United States, Canada",ES_1067513_D812_02012024194439_1054651
3462873,"VTech Telecommunications, Ltd.",SNOM,D815,D815,,810100350949,Voice over Internet Protocol (VoIP),Corded,0,None,2.4,0,N/A,Other,None,1,1,0,0,,Class 3,Yes,11/15/2023,04/23/2024,"United States, Canada",ES_1067513_D815_04112024120859_2476007
2401504,"VTech Telecommunications, Ltd.",SNOM,SIP Phone corded,D862,,,Voice over Internet Protocol (VoIP),Corded,0,Other,2.124,0,N/A,Universal Serial Bus (USB),None,1,0,0,0,,Other,Yes,11/24/2021,08/26/2022,"United States, Canada",ES_1067513_D862_09142022180503_1010101
2401503,"VTech Telecommunications, Ltd.",SNOM,SIP Phone corded,D865,,,Voice over Internet Protocol (VoIP),Corded,0,Other,2.108,0,N/A,Universal Serial Bus (USB),None,1,0,0,0,,Other,Yes,12/07/2021,08/26/2022,"United States, Canada",ES_1067513_D865_09142022174103_1010101
