ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Max Nameplate Output Current (A),Input Voltage (V),Maximum Output Power (kW),Number of Outputs,Maximum Output Cord Length (ft.),Output Cord Gauge (AWG),"Screen Area, if EVSE has high res display (in2)",Maximum (100%) Measured Luminance of the High Res Display (candelas per m2),Automatic Brightness Control (ABC) Capable?,Connected Capable,DR Protocol,Connects Using,Protocols Used to Support Smart Charging,Network Security Standards,Is Broadband Internet Connection Needed for Demand Response?,Auxiliary Product Features,Product Features,Network Capability,Network Connection Types Available,No Vehicle Mode Input Power (watts),No Vehicle Mode Total Allowance (watts),No Vehicle Mode Power Factor,Partial On Mode Input Power (watts),Partial On Mode Total Allowance (watts),Partial On Mode Power Factor,Idle Mode Input Power (watts),Idle Mode Total Allowance (watts),Idle Mode Power Factor,Full Current Operation Mode Test: Total Loss (watts),30 A Operation Mode Test: Total Loss (watts),15 A Operation Mode Test: Total Loss (watts),4 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: No Vehicle Mode Input Power (watts),Dual Input No Vehicle Mode Total Allowance (watts),Dual Input Level 2: No Vehicle Mode Power Factor,Dual Input Level 2: Partial On Mode Input Power (watts),Dual Input Partial On Mode Total Allowance (watts),Dual Input Level 2:  Partial On Mode Power Factor,Dual Input Level 2:  Idle Mode Input Power (watts),Dual Input Idle Mode Total Allowance (watts),Dual Input Level 2:  Idle Mode Power Factor,Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts),Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts),Date Available on Market,Date Certified,Markets,CB Model Identifier
2408430,"Enel X Way USA, LLC","Enel X Way USA, LLC",2JBX801AJ,2JBX801AJ,",2JBR80,; ,2JCR80,",,Level 2,80,240,19.2,1,24,8,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.43,3.6,0.21,2.2,3.6,0.2,4.45,35.6,0.33,247.29,38.17,12.35,5.08,,,,,,,,,,,,,,02/22/2023,02/22/2023,United States,ES_1142078_2JBX801AJ_021020232046438_1840772
2408432,"Enel X Way USA, LLC","Enel X Way USA, LLC",2JBX801AJ-001,2JBX801AJ-001,,,Level 2,80,240,19.2,1,24,8,,,No,No,,,,,,,,Yes,Cellular,3.69,4.6,0.29,3.08,4.6,0.26,5.39,36.6,0.37,247.29,38.85,13.48,5.83,,,,,,,,,,,,,,02/22/2023,02/22/2023,"United States, Canada",ES_1142078_2JBX801AJ-001_021020232031549_7235986
2452874,"Enel X Way USA, LLC","Enel X Way USA, LLC",2JBX481AJ,2JBX481AJ,,,Level 2,48,240,11.52,1,24,16,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.7,3.6,0.2,1.88,3.6,0.14,3.16,22.8,0.18,-126.18,-45.81,-9.56,1.9,,,,,,,,,,,,,,03/29/2023,03/29/2023,United States,ES_1142078_2JBX481AJ _032420232322456_7134695
2344526,"Enphase Energy, Inc.",Enphase,HCS-80,HCS-80,",ACS-25,; ,HCS-15,; ,HCS-15-G2,; ,HCS-15-LC,; ,HCS-15P,; ,HCS-15P-G2,; ,HCS-15P-LC,; ,HCS-15PR,; ,HCS-15PR-G2,; ,HCS-15PR-LC,; ,HCS-15R,; ,HCS-15R-G2,; ,HCS-15R-LC,; ,HCS-20,; ,HCS-20-G2,; ,HCS-20-LC,; ,HCS-20P,; ,HCS-20P-G2,; ,HCS-20P-LC,; ,HCS-20PR,; ,HCS-20PR-G2,; ,HCS-20PR-LC,; ,HCS-20R,; ,HCS-20R-G2,; ,HCS-20R-LC,; ,HCS-25,; ,HCS-25-G2,; ,HCS-25-LC,; ,HCS-25P,; ,HCS-25P-G2,; ,HCS-25P-LC,; ,HCS-25PR,; ,HCS-25PR-G2,; ,HCS-25PR-LC,; ,HCS-25R,; ,HCS-25R-G2,; ,HCS-25R-LC,; ,HCS-30,; ,HCS-30-G2,; ,HCS-30-LC,; ,HCS-30P,; ,HCS-30P-G2,; ,HCS-30P-LC,; ,HCS-30PR,; ,HCS-30PR-G2,; ,HCS-30PR-LC,; ,HCS-30R,; ,HCS-30R-G2,; ,HCS-30R-LC,; ,HCS-40,; ,HCS-40-G2,; ,HCS-40-LC,; ,HCS-40P,; ,HCS-40P-G2,; ,HCS-40P-LC,; ,HCS-40PR,; ,HCS-40PR-G2,; ,HCS-40PR-LC,; ,HCS-40R,; ,HCS-40R-G2,; ,HCS-40R-LC,; ,HCS-50,; ,HCS-50-G2,; ,HCS-50-LC,; ,HCS-50P,; ,HCS-50P-G2,; ,HCS-50P-LC,; ,HCS-50PR,; ,HCS-50PR-G2,; ,HCS-50PR-LC,; ,HCS-50R,; ,HCS-50R-G2,; ,HCS-50R-LC,; ,HCS-60,; ,HCS-60-G2,; ,HCS-60-LC,; ,HCS-60P,; ,HCS-60P-G2,; ,HCS-60P-LC,; ,HCS-60PR,; ,HCS-60PR-G2,; ,HCS-60PR-LC,; ,HCS-60R,; ,HCS-60R-G2,; ,HCS-60R-LC,; ,HCS-70,; ,HCS-70-G2,; ,HCS-70-LC,; ,HCS-70P,; ,HCS-70P-G2,; ,HCS-70P-LC,; ,HCS-70PR,; ,HCS-70PR-G2,; ,HCS-70PR-LC,; ,HCS-70R,; ,HCS-70R-G2,; ,HCS-70R-LC,; ,HCS-80-G2,; ,HCS-80-LC,; ,HCS-80P,; ,HCS-80P-G2,; ,HCS-80P-LC,; ,HCS-80PR,; ,HCS-80PR-G2,; ,HCS-80PR-LC,; ,HCS-80R,; ,HCS-80R-G2,; ,HCS-80R-LC,; ,IC3-30A-H,; ,IC3-30A-N,; ,IC3-32A-N,; ,LCS-10,; ,LCS-15,; ,LCS-20,; ,LCS-20P,; ,LCS-25,; ,LCS-25P,; ,LCS-30,; ,LCS-30P,; ,PCS-120,; ,PCS-15,; ,PCS-i,",,Level 2,64,240,15.36,1,25,8,,,No,No,,,,,,,,No,None,2.09,2.6,0.55,2.21,2.6,0.55,6.25,28.2,0.45,230.52,51.1,17.44,7.03,,,,,,,,,,,,,,04/26/2023,04/26/2023,"United States, Canada",ES_1134453_HCS-80_08142019170928_2568766
2344527,"Enphase Energy, Inc.",Enphase,HCS-D50,HCS-D50,",AZF-10,; ,AZF-10-G2,; ,AZF-10-LC,; ,AZF-10P,; ,AZF-10P-G2,; ,AZF-10P-LC,; ,AZF-15,; ,AZF-20,; ,AZF-25,; ,AZF-30,; ,AZF-40,; ,AZF-50,; ,HCS-D15,; ,HCS-D15PR,; ,HCS-D15PR-G2,; ,HCS-D15PR-LC,; ,HCS-D20,; ,HCS-D20PR,; ,HCS-D20PR-G2,; ,HCS-D20PR-LC,; ,HCS-D25,; ,HCS-D25PR,; ,HCS-D25PR-G2,; ,HCS-D25PR-LC,; ,HCS-D30,; ,HCS-D30PR,; ,HCS-D30PR-G2,; ,HCS-D30PR-LC,; ,HCS-D40,; ,HCS-D40PR,; ,HCS-D40PR-G2,; ,HCS-D40PR-LC,; ,HCS-D50PR,; ,HCS-D50PR-G2,; ,HCS-D50PR-LC,; ,HCS-S15,; ,HCS-S15PR,; ,HCS-S15PR-G2,; ,HCS-S15PR-LC,; ,HCS-S20,; ,HCS-S20PR,; ,HCS-S20PR-G2,; ,HCS-S20PR-LC,; ,HCS-S25,; ,HCS-S25PR,; ,HCS-S25PR-G2,; ,HCS-S25PR-LC,; ,HCS-S30,; ,HCS-S30PR,; ,HCS-S30PR-G2,; ,HCS-S30PR-LC,; ,HCS-S40,; ,HCS-S40PR,; ,HCS-S40PR-G2,; ,HCS-S40PR-LC,; ,HCS-S50,; ,HCS-S50PR,; ,HCS-S50PR-G2,; ,HCS-S50PR-LC,; .,AZF-15-G2,; .,AZF-15-LC,; .,AZF-15P,; .,AZF-15P-G2,; .,AZF-15P-LC,; .,AZF-20-G2,; .,AZF-20-LC,; .,AZF-20P,; .,AZF-20P-G2,; .,AZF-20P-LC,; .,AZF-25-G2,; .,AZF-25-LC,; .,AZF-25P,; .,AZF-25P-G2,; .,AZF-25P-LC,; .,AZF-30-G2,; .,AZF-30-LC,; .,AZF-30P,; .,AZF-30P-G2,; .,AZF-30P-LC,; .,AZF-40-G2,; .,AZF-40-LC,; .,AZF-40P,; .,AZF-40P-G2,; .,AZF-40P-LC,; .,AZF-50-G2,; .,AZF-50-LC,; .,AZF-50P,; .,AZF-50P-G2,; .,AZF-50P-LC,; .,HCS-D15-G2,; .,HCS-D15-LC,; .,HCS-D15P,; .,HCS-D15P-G2,; .,HCS-D15P-LC,; .,HCS-D15R,; .,HCS-D15R-G2,; .,HCS-D15R-LC,; .,HCS-D20-G2,; .,HCS-D20-LC,; .,HCS-D20P,; .,HCS-D20P-G2,; .,HCS-D20P-LC,; .,HCS-D20R,; .,HCS-D20R-G2,; .,HCS-D20R-LC,; .,HCS-D25-G2,; .,HCS-D25-LC,; .,HCS-D25P,; .,HCS-D25P-G2,; .,HCS-D25P-LC,; .,HCS-D25R,; .,HCS-D25R-G2,; .,HCS-D25R-LC,; .,HCS-D30-G2,; .,HCS-D30-LC,; .,HCS-D30P,; .,HCS-D30P-G2,; .,HCS-D30P-LC,; .,HCS-D30R,; .,HCS-D30R-G2,; .,HCS-D30R-LC,; .,HCS-D40-G2,; .,HCS-D40-LC,; .,HCS-D40P,; .,HCS-D40P-G2,; .,HCS-D40P-LC,; .,HCS-D40R,; .,HCS-D40R-G2,; .,HCS-D40R-LC,; .,HCS-D50-G2,; .,HCS-D50-LC,; .,HCS-D50P,; .,HCS-D50P-G2,; .,HCS-D50P-LC,; .,HCS-D50R,; .,HCS-D50R-G2,; .,HCS-D50R-LC,; .,HCS-S15-G2,; .,HCS-S15-LC,; .,HCS-S15P,; .,HCS-S15P-G2,; .,HCS-S15P-LC,; .,HCS-S15R,; .,HCS-S15R-G2,; .,HCS-S15R-LC,; .,HCS-S20-G2,; .,HCS-S20-LC,; .,HCS-S20P,; .,HCS-S20P-G2,; .,HCS-S20P-LC,; .,HCS-S20R,; .,HCS-S20R-G2,; .,HCS-S20R-LC,; .,HCS-S25-G2,; .,HCS-S25-LC,; .,HCS-S25P,; .,HCS-S25P-G2,; .,HCS-S25P-LC,; .,HCS-S25R,; .,HCS-S25R-G2,; .,HCS-S25R-LC,; .,HCS-S30-G2,; .,HCS-S30-LC,; .,HCS-S30P,; .,HCS-S30P-G2,; .,HCS-S30P-LC,; .,HCS-S30R,; .,HCS-S30R-G2,; .,HCS-S30R-LC,; .,HCS-S40-G2,; .,HCS-S40-LC,; .,HCS-S40P,; .,HCS-S40P-G2,; .,HCS-S40P-LC,; .,HCS-S40R,; .,HCS-S40R-G2,; .,HCS-S40R-LC,; .,HCS-S50-G2,; .,HCS-S50-LC,; .,HCS-S50P,; .,HCS-S50P-G2,; .,HCS-S50P-LC,; .,HCS-S50R,; .,HCS-S50R-G2,; .,HCS-S50R-LC,",,Level 2,40,240,9.6,2,25,10,,,No,No,,,,,,,,No,None,2,2.6,0.53,2.05,2.6,0.53,4.41,18.6,0.59,154.55,89,26.56,7.76,,,,,,,,,,,,,,04/27/2023,04/27/2023,"United States, Canada",ES_1134453_HCS-D50_08142019171800_3080792
2408258,"Enphase Energy, Inc.",Enphase,EVSE-NA-1012-0130-X000,EVSE-NA-1012-0130-X000,,,Level 1,12,120,1.44,1,22,14,,,No,No,,,,,,,,No,None,1.01,2.6,0.53,1.02,2.6,0.54,3.12,7.4,0.61,28.84,,,5.73,,,,,,,,,,,,,,04/27/2023,04/27/2023,"United States, Canada",ES_1148540_EVSE-NA-1012-0130-X000_020920231955728_8507070
2430233,"Enphase Energy, Inc.",Enphase,IQ EVSE NA,IQ-EVSE-NA-1080-0100-0100,",IQ-EVSE-NA-1040-0120-0100, IQ-EVSE-NA-1040-0110-0100, IQ-EVSE-NA-1040-0100-0100, IQ-EVSE-NA-1050-0120-0100, IQ-EVSE-NA-1050-0110- 0100, IQ-EVSE-NA-1050-0100-0100, IQ-EVSE-NA-1060-0100-0100,",,Level 2,64,240,15.36,1,25,8,,,No,No,,,SAE J1772,,No,,,Yes,Wi-Fi or Gigabit Ethernet,2.7,3.6,0.47,2.8,3.6,0.48,6.25,29.2,0.48,-206.92,-39.44,-6.61,5.4,,,,,,,,,,,,,,03/17/2023,03/17/2023,"United States, Canada",ES_1148540_IQ-EVSE-NA-1080-0100-0100_03202023110505_1010101
3436349,"Enphase Energy, Inc.",Enphase,CS-100 EVSE,"CS-100, CS-100C",,,Level 2,80,240,19.2,1,18,6,,,No,,,,,,,None,,Yes,Cellular,2.49,6,0.1,2.58,6,0.1,6.74,38,0.57,271.88,54.46,24.65,13.32,,,,,,,,,,,,,,04/15/2024,04/15/2024,United States,"ES_1148540_CS-100, CS-100C_04152024100910_1010101"
3543400,"Enphase Energy, Inc.",Enphase,IQ EVSE and HCS EVSE,HSC-80,",IQ-EVSE-NA-10XX-0101-0100 XX=40/50/60/80 HCS-40R-C30-L25-AYYY-170;HCS-50R-C30-L25-A141-280;HCS-60R-C30-L25-AYYY-179;HCS-80R-C30-L25-AYYY-180; YYY=130/141 HCS-40R-C30-L25-A132-PPP; PPP=262/173 HCS-60R-C30-L25-A132-QQQ; QQQ=253/183 HCS-80R-C30-L25-A132-184,",,Level 2,64,240,15.36,1,25,8,,,No,,,,,,,None,,Yes,Wi-Fi or Gigabit Ethernet,2.89,5,0.49,2.89,5,0.46,2.92,30.6,0.46,230.53,61.02,19.71,7.49,,,,,,,,,,,,,,05/31/2024,05/31/2024,United States,ES_1148540_IQ-EVSE-NA-1080-0100-010_06062024013910_1010101
2401078,Epic Charging,EpicCharging,EC1/48AC/01C/XX/RF/4G,EC1/48AC/01C/XX/RF/4G,,,Level 2,48,240,11.52,1,18,7,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.78,4.43,0.28,3.84,4.43,0.29,5.23,23.63,0.33,78.9,33.7,10.5,4,,,,,,,,,,,,,,04/19/2022,04/19/2022,"United States, Canada",ES_1147923_EC/48AC/01C/SR/RF/4G_08232022091948_5975763
2452916,Epic Charging,EpicCharging,EC/80AC/01C/XX/RF/WF,EC/80AC/01C/XX/RF/WF,,,Level 2,80,240,19.2,1,18,6,7.94,153,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.62,4.46,0.27,3.73,4.46,0.26,6.08,36.46,0.34,174,31,12,6,,,,,,,,,,,,,,11/18/2022,11/18/2022,"United States, Canada",ES_1147923_EC/80AC/01C/XX/RF/WF_03282023175337_4042474
2514569,Espen Technology Inc.,Espen,EVC/A80S/JXX/EW/5D,EVC/A80S/JXX/EW/5D,,,Level 2,80,240,19.2,1,18,6,7.94,153,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.62,4.46,0.27,3.73,4.46,0.26,6.08,36.46,0.34,174,31,12,6,,,,,,,,,,,,,,11/18/2022,11/18/2022,"United States, Canada",ES_1061417_EVC/A80S/JXX/EW/5D_06162023182827_6921350
2514648,Espen Technology Inc.,Espen,EVC/A48S/JXX/EG/5D,EVC/A48S/JXX/EG/5D,,,Level 2,48,240,11.52,1,18,7,7.93,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.78,4.43,0.28,3.84,4.43,0.29,5.23,23.63,0.33,78.9,33.7,10.5,4,,,,,,,,,,,,,,04/19/2022,04/19/2022,"United States, Canada",ES_1061417_EVC/A48S/JXX/EG/5D_06162023193314_5771295
3354790,Espen Technology Inc.,Espen,EVC/A48R/JXX/EW,EVC/A48R/JXX/EW,",EVC/A32R/JXX/EW,; ,EVC/A32R/JXX/EWG,; ,EVC/A40R/JXX/EW,; ,EVC/A40R/JXX/EWG.,; ,EVC/A48R/JXX/EWG,",,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.56,3.6,0.07,3.5,3.6,0.76,13.65,22.8,0.38,157.7,24.2,20.1,4,,,,,,,,,,,,,,02/22/2023,02/22/2023,"United States, Canada",ES_1061417_EVC/A32R/JXX/EW_12302023134338_7208520
3354583,Euri Lighting,N/A,EVCA48A/RF/R/25C,EVCA48A/RF/R/25C,,,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),None,Yes,Wi-Fi or Gigabit Ethernet,2.85,6.5,0.27,3.41,6.5,0.28,3.65,25.7,0.27,15.15,13.08,12.04,11.71,,,,,,,,,,,,,,01/02/2024,01/02/2024,"United States, Canada",ES_1132791_HS100-48A/4G/RF/18C/BK_11152023151200_6643335
2396996,EVBOLT INC,EVBOLT,ELECTRIC VEHICLE SUPPLY EQUIPMENT,EVB-AC-PAX11LNWF4G,",EVB-AC-PAX11LNWF,",,Level 2,48,240,11.52,1,18,7,10.77,295.2,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.27,4.81,0.33,4.27,4.81,0.33,6.53,24.89,0.36,10,4,2,1,,,,,,,,,,,,,,05/23/2022,05/23/2022,United States,ES_1147256_EVB-AC-PAX11LNWF4G_05272022182155_1010101
2732583,EVBOLT INC,"EVBOLT, Inc.",EVB-AC-B11-LNWF4G,EVB-AC-B11-LNWF4G,,,Level 1/Level 2 Dual Input,16,120,1.92,1,16,8,8.15,244.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.33,8.41,0.4,6.95,8.41,0.41,12.47,14.81,0.52,27,,12,5,7.04,8.41,0.25,7.14,8.41,0.26,11.83,27.61,0.37,-93,-45,-18,17,11/09/2023,11/09/2023,"United States, Canada",ES_1147256_EVB-AC-B11-LNWF4G_11092023103242_7859140
3477775,EVBOLT INC,"EVBOLT, Inc.","EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********.","EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********.",,,Level 2,48,240,11.52,2,25,8,7.93,126.9,No,,,,,,,"High Resolution Display,Credit Card Reader,Radio Frequency Identification (RFID)",,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",10.91,12.35,0.34,10.98,12.35,0.34,12.72,31.55,0.36,37.81,35.73,34.87,34.77,,,,,,,,,,,,,,03/19/2024,03/19/2024,"United States, Canada","ES_1147256_EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********._04302024150336_9683191"
2370903,EVBox North America Inc,EVBOX,EVBox-ELVI,E2300-B45063,"EVBox-ELVI,E2300B45063,",,Level 2,30,240,7.2,1,15,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.42,3.6,0.3,3.45,3.6,0.3,3.75,15.6,0.33,88.19,88.19,26.56,6.68,,,,,,,,,,,,,,12/02/2020,12/02/2020,"United States, Canada",ES_1140333_E2300-B45063_12022020140305_1010101
2378156,EVBox North America Inc,EVBOX,Iqon,IQ2303-C15463,",IQ2303 C15463,",,Level 2,30,240,7.2,2,16,10,30.72,920,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,6.55,7.2,0.52,6.61,7.2,0.52,6.87,19.2,0.53,95.4,51.04,53.765,25.84,,,,,,,,,,,,,,03/25/2021,03/25/2021,"United States, Canada",IQ2303-C15463
2378203,EVBox North America Inc,EVBOX,ELVI,E2300-B55563,"ELVI,E2300-B65063,E2300-B75563,E2300B65063,E2300B75563,E2300B55563,",421117551,Level 2,30,240,7.2,1,20,10,,,No,,Open Charge Point Protocol (OCPP),Wi-Fi,SAE J1772,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.22,3.6,0.29,3.54,3.6,0.29,5.23,15.6,0.2,90.81,90.81,31.66,7.02,,,,,,,,,,,,,,05/03/2021,05/03/2021,"United States, Canada",ES_1140333_E2300-B55563_05212021100603_1010101
2370945,EverCharge Inc,EverCharge Inc.,EV002,E800-1001,",E800-1000,",,Level 2,80,240,19.2,1,24,6,,,No,,,,,,,,,Yes,Cellular,3.31,4.6,0.39,3.73,4.6,0.4,7.55,36.6,0.47,210.27,35.47,14.22,7.82,,,,,,,,,,,,,,10/24/2020,10/24/2020,"United States, Canada",ES_1145792_E800-1001_12162020114374_3925773
2507655,EVFastCharge Ltd.,EVFastCharge / MOTEN EVFC,MTL-AC-EV48,MTL-AC-EV48,,715786248088,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,0.83,5,0.16,0.9,5,0.17,1.48,24.2,0.18,80.6,66.4,37.6,23.9,,,,,,,,,,,,,,05/30/2023,05/30/2023,"United States, Canada",ES_1149161_MTL-AC-EV48_05232023152821_9205133
2665215,EVIQO TECHNOLOGIES LIMITED,EVIQO,EVIPOWER,EVIPOWER1,,8720938441004,Level 2,40,240,9.6,1,25,8,,,No,,,,SAE J1772,,,,,Yes,Wi-Fi or Gigabit Ethernet,1.75,5,0.25,1.76,5,0.26,1.93,21,0.23,123.93,90.95,47.84,26.34,,,,,,,,,,,,,,09/12/2023,09/12/2023,"United States, Canada",ES_1149321_EVIPOWER1_09082023131224_6884424
3477594,EVmode LLC (DBA: EVmode),Evmode,EVM-2000,EVM-2000,,,Level 2,48,240,11.52,1,16,8,,,No,,,,,,,Revenue Grade Meter,,Yes,Wi-Fi or Gigabit Ethernet,3.41,6,0.22,3.5,6,0.22,6.74,25.2,0.31,118.47,62.7,20.02,7.74,,,,,,,,,,,,,,05/01/2024,05/01/2024,United States,ES_1150433_EVM2000_05032024033710_1010101
2369643,EvoCharge Inc.,EvoCharge,EVO32-310-001-ESEVO32-310-001-ES,EVO32-310-001-ESEVO32-310-001-ES,",EVO32-310-002-ES,; ,EVO32-320-001,; ,EVO32-320-002,",,Level 2,32,240,7.68,1,25,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.48,3.6,0.25,3.53,3.6,0.25,6.03,16.4,0.3,84.08,73.92,22.25,6.96,,,,,,,,,,,,,,11/16/2020,11/16/2020,"United States, Canada",ES_1141591_EVO32-310-001_11172020152323_6603611
2472803,EvoCharge Inc.,EvoCharge,W1-1962-7PT0,W1-1962-7PT0,",W1-1962-4PT0,; ,W1-1962-4PT1,; ,W1-1962-5PT0,; ,W1-1962-5PT1,; ,W1-1962-7PT1,",,Level 2,40,240,9.6,1,25,10,,,No,No,,,,,,,Model is portable,Yes,Wi-Fi or Gigabit Ethernet,3.43,3.6,0.26,3.55,3.6,0.27,6.1,19.6,0.34,133.45,76.65,22.54,6.72,,,,,,,,,,,,,,05/05/2023,05/05/2023,"United States, Canada",ES_1141591 _W1-1962-7PT0_042820232325419_2377601
2472804,EvoCharge Inc.,EvoCharge,W1-1962-2PT0,W1-1962-2PT0,",W1-1962-2PT1,",,Level 2,40,240,9.6,1,25,10,,,No,No,,,,,,,,No,None,1.68,2.6,0.18,1.8,2.6,0.19,4.57,18.6,0.32,132.23,75.92,21.52,5.5,,,,,,,,,,,,,,05/05/2023,05/05/2023,"United States, Canada",ES_1141591 _W1-1962-2PT0_042820232338375_8209279
3531191,EvoCharge Inc.,EvoCharge,MAX80,EVC80-310-001,,,Level 2,80,1,0.08,0,25,6,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",5.98,8.5,0,6.35,8.5,0,9.23,40.5,0,39,,,,,,,,,,,,,,,,,05/31/2024,05/31/2024,United States,ES_1141591_EVC80-310-001_20244131124449_8797592
2740472,GoPowerEV Inc.,GoPowerEV,Electric Vehicle Supply Equipment,SO3R20-S1,,,Level 2,16,240,3.84,3,0,0,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,1.49,7.33,0.36,1.52,7.33,0.37,3.34,13.73,0.4,62.19,,57.56,13.51,,,,,,,,,,,,,,11/15/2023,11/15/2023,United States,ES_1147597_SO3R20-S1_11222023113544_1010101
3477606,Greenworks North America LLC,Greenworks tools,EVC0640,EVC0640,,,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,3.93,6.5,0.26,5.74,6.5,0.32,5.75,22.5,0.29,103,68,36,6,,,,,,,,,,,,,,05/06/2024,05/06/2024,"United States, Canada",ES_1150179_EVC0640_05062024114159_3510248
3477607,Greenworks North America LLC,Greenworks tools,EVC1648,EVC1648,,,Level 2,48,240,11.52,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,3.06,6.5,0.24,3.86,6.5,0.2,4.59,25.7,0.23,134,64,26,9,,,,,,,,,,,,,,05/06/2024,05/06/2024,"United States, Canada",ES_1150179_EVC1648_05062024112713_4744378
3442081,"Hangzhou Tanlink Technology Co.,Ltd.",WOLFBOX,E50,E50,,6975394262645;6975394262652;6975394262669;6975394262676,Level 2,50,240,12,1,25,9,8.55,16.52,No,No,,,,,,"High Resolution Display,Credit Card Reader,Radio Frequency Identification (RFID)",,Yes,Wi-Fi or Gigabit Ethernet,3.7,5.87,0.15,4.68,5.87,0.19,8.52,25.87,0.27,10.61,9.25,8.85,8.62,,,,,,,,,,,,,,04/19/2024,04/19/2024,"United States, Canada",ES_1150429_E50_04212024145114_80154107
3442082,"Hangzhou Tanlink Technology Co.,Ltd.",WOLFBOX,E40,E40,,6975394262645;6975394262652;6975394262669;6975394262676,Level 2,40,240,9.6,1,25,9,8.55,16.52,No,No,,,,,,"High Resolution Display,Credit Card Reader,Radio Frequency Identification (RFID)",,Yes,Wi-Fi or Gigabit Ethernet,3.7,5.87,0.15,4.68,5.87,0.19,8.52,25.87,0.27,10.61,9.25,8.85,8.62,,,,,,,,,,,,,,04/19/2024,04/19/2024,"United States, Canada",ES_1150429_E40_04212024145114_80154107
3388086,"Hangzhou Tuchong Technologies Co.,Ltd.",Tcharge,UAC 80,UAC 80,,,Level 2,80,240,19.2,1,25,6,20.9,102.4,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)",5.49,8.63,0.13,5.71,8.63,0.13,5.88,40.63,0.13,199.46,31.74,12.37,6.46,,,,,,,,,,,,,,02/01/2024,02/01/2024,"United States, Canada",ES_1150051_UAC 80_01302024095725_116083
3388087,"Hangzhou Tuchong Technologies Co.,Ltd.",Tcharge,UAC 50,UAC 50,,,Level 2,50,240,12,1,25,6,20.9,102.4,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)",5.49,8.63,0.13,5.69,8.63,0.13,5.87,28.63,0.13,86.51,31.73,12.32,6.49,,,,,,,,,,,,,,02/01/2024,02/01/2024,"United States, Canada",ES_1150051_UAC 50_01302024101138_7195703
3391667,HeyCharge GmbH,HeyCharge GmbH,HW26-YY11S48BXXX,HW26-YY11S48BXXX,,,Level 2,48,240,11.52,1,25,8,7.93,73,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,2.98,7.33,0.3,3.06,7.33,0.3,3.38,26.53,0.3,14.6,13.5,13.5,13.1,,,,,,,,,,,,,,02/05/2024,02/05/2024,"United States, Canada",ES_1149982_HW26-2511S48XXX_01312024160307_9402429
2525457,"Integra LED, LLC DBA Integra Energy",INTEGRA ENERGY,IE-EX-1193-1,IE-EX-1193-1,",IE-EX-1193-3,; ,IE-EX-1193-5,",,Level 2,80,240,19.2,1,24,6,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.53,3.6,0.26,3.52,3.6,0.27,7.98,35.6,0.36,200.02,33.07,13.1,7.12,,,,,,,,,,,,,,06/23/2023,06/23/2023,"United States, Canada",ES_1149278_IE-EX-1193-1_061920231824177_7277156
