ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Application,Display Type,Backlight Technology Type,Diagonal Viewable Screen Size (in.),Screen Area (sq. in.),Native Horizontal Resolution (pixels),Native Vertical Resolution (pixels),Resolution Format,High Contrast Ratio (HCR) Display,Physical Data Ports Available,Ethernet Supported,Low Power Wireless Technologies Supported,Features,Automatic Brightness Control,Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?,Average On Mode Power Consumption for Certification (watts),Maximum Average On Mode Power for Certification (watts),Reported On Mode Power (per the Federal Test Procedure) (watts),Reported Annual Energy Consumption (kWh),Measured Standby Mode Power (Watts),Power Consumption in Standby Mode when Not Connected to a Network (watts),Power Consumption in Standby Mode when Connected to a Network (watts),"Reported Standby-Active, Low Mode Power (watts)",Date Available On Market,Date Certified,Markets,CB Model Identifier
2403227,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-24T1,LE-24T1,",EC24T1H,; ,EC24T1HA,; ,EC24T1HN,; ,EC24T2H,; ,EC24T2HA,; ,EC24T2HN,; ,EC24T3H,; ,EC24T3HA,; ,EC24T3HN,; ,ES24T1H,; ,ES24T1HA,; ,ES24T1HN,; ,ES24T2H,; ,ES24T2HA,; ,ES24T2HN,; ,ES24T3H,; ,ES24T3HA,; ,ES24T3HN,; ,LE-24***,; ,LE-24T2,; ,LE-24T3,; ,LE-24V1,; ,LE-24V2,; ,LE-24V3,; ,NT-2406,; ,SC-2416STV,; ,TL2402H,",,Television (TV),Consumer,LCD,Direct-lit LED,23.53,236.69,768,1366,Other,No,Universal Serial Bus (USB),None,None,None,No,N/A,23.65,51.91,23.65,45.2,,0.29,0.29,0.29,09/26/2022,10/18/2022,"United States, Canada",ES_25251_LE-24T1_09262022155900_3996240
2399940,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-32T1,LE-32T1,",EC32T1H,; ,EC32T1HA,; ,EC32T1HN,; ,EC32T2H,; ,EC32T2H,; ,EC32T2HA,; ,EC32T2HN,; ,EC32T3H,; ,EC32T3H,; ,EC32T3HA,; ,EC32T3HN,; ,EC32V1HA,; ,EC32V1HN,; ,EC32V2HA,; ,EC32V2HN,; ,EC32V3HA,; ,EC32V3HN,; ,ES32T1H,; ,ES32T1HA,; ,ES32T1HN,; ,ES32T2H,; ,ES32T2HA,; ,ES32T2HN,; ,ES32T3H,; ,ES32T3HA,; ,ES32T3HN,; ,ES32V1HA,; ,ES32V1HN,; ,ES32V2HA,; ,ES32V2HN,; ,ES32V3HA,; ,ES32V3HN,; ,LE-32***,; ,LE-32V1,; ,LE/32T1,; ,NT-3206,; ,SC-3216STV,; ,SL3221VN,; ,SL32XXXX,; ,TL3202H,",,Television (TV),Consumer,LCD,Direct-lit LED,31.5,421.69,768,1366,Other,No,Universal Serial Bus (USB),None,None,None,No,N/A,28.4,63.28,28.4,54,,0.31,0.31,0.31,10/14/2022,07/29/2022,"United States, Canada",ES_25251_LE-32T1_08012022115139_122644
3477608,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-32VA1,LE-32VA1,",*****32*****.,; ,LE-32T1,; ,LE-32T2,; ,LE-32T3,; ,LE-32TA1,; ,LE-32TA2,; ,LE-32TA3,; ,LE-32V1,; ,LE-32V2,; ,LE-32V3,; ,LE-32VA2,; ,LE-32VA3,; ,LE-32VB1,; ,LE-32VB2,; ,LE-32VB3,; ,LE-32VH1,; ,LE-32VH2,; ,LE-32VH3,; ,LE-32VS1,; ,LE-32VS2,; ,LE-32VS3,; ,S32VAHW,",,Television (TV),Consumer,LCD,Direct-lit LED,31.47,425.52,768,1366,High Definition (HD),No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,35.64,58.02,35.64,67.19,,0.29,0.29,0,04/26/2024,05/06/2024,"United States, Canada",ES_25251_LE-32VA1_04242024134641_6894342
2853512,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LED TV,LE-32VA4,"LED TV,C32V1HA,; LED TV,C32V2HA,; LED TV,C32V3HA,; LED TV,EC32T1H,; LED TV,EC32T1HA,; LED TV,EC32T1HN,; LED TV,EC32T2H,; LED TV,EC32T2HA,; LED TV,EC32T2HN,; LED TV,EC32T3H,; LED TV,EC32T3HA,; LED TV,EC32T3HN,; LED TV,EC32V1HA,; LED TV,EC32V1HN,; LED TV,EC32V2HA,; LED TV,EC32V2HN,; LED TV,EC32V3HA,; LED TV,EC32V3HN,; LED TV,ES32T1H,; LED TV,ES32T1HA,; LED TV,ES32T1HN,; LED TV,ES32T2H,; LED TV,ES32T2HA,; LED TV,ES32T2HN,; LED TV,ES32T3H,; LED TV,ES32T3HA,; LED TV,ES32T3HN,; LED TV,ES32V1HA,; LED TV,ES32V1HN,; LED TV,ES32V2HA,; LED TV,ES32V2HN,; LED TV,ES32V3HA,; LED TV,ES32V3HN,; LED TV,S32T1H,; LED TV,S32T1HA,; LED TV,S32T1HN,; LED TV,S32T2H,; LED TV,S32T2HA,; LED TV,S32T2HN,; LED TV,S32T3H,; LED TV,S32T3HA,; LED TV,S32T3HN,; LED TV,S32V1HA,; LED TV,S32V1HG,; LED TV,S32V1HN,; LED TV,S32V2HA,; LED TV,S32V2HN,; LED TV,S32V3HA,; LED TV,S32V3HN,",,Television (TV),Consumer,LCD,Direct-lit LED,32,424.19,1366,768,Standard Definition (SD),No,"Universal Serial Bus (USB),HDMI",Fast Ethernet (100 Mbit/s),Other,"Wake-On-Cast Compatibility,Control Via Remote Control App,Full Network Connectivity (Smart TV),User Adjustable Backlight",No,N/A,29.81,40.07,24,47,,0.28,0.41,,07/01/2022,12/13/2023,United States,ES_25251_LE-32VA4_12142023090146_5427097
3477693,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-40VA1,LE-40VA1,",*****40*****.,; ,LE-40T1,; ,LE-40T2,; ,LE-40T3,; ,LE-40TA1,; ,LE-40TA2,; ,LE-40TA3,; ,LE-40V1,; ,LE-40V2,; ,LE-40V3,; ,LE-40VA2,; ,LE-40VA3,; ,LE-40VB1,; ,LE-40VB2,; ,LE-40VB3,; ,LE-40VH1,; ,LE-40VH2,; ,LE-40VH3,; ,LE-40VS1,; ,LE-40VS2,; ,LE-40VS3,; ,S40VAFW,",,Television (TV),Consumer,LCD,Direct-lit LED,49.61,645.65,1080,1920,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,68.37,90.6,68.37,126.94,,0.44,0.5,0,04/26/2024,05/07/2024,"United States, Canada",ES_25251_LE-40VA1_04232024175748_7661096
2853511,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LED TV,LE-40VA4,"LED TV,EC40V1FA,; LED TV,EC40V2FA,; LED TV,EC40V3FA,; LED TV,ES40V1FA,; LED TV,ES40V2FA,; LED TV,ES40V3FA,; LED TV,LE-40V1,; LED TV,PG40SMA,; LED TV,RTA4002,; LED TV,S40V1FA,; LED TV,S40V1FG,; LED TV,S40V2FA,; LED TV,S40V3FA,; LED TV,SC-4050GTV,",,Television (TV),Consumer,LCD,Direct-lit LED,40,660.6,1920,1080,High Definition (HD),No,"Universal Serial Bus (USB),HDMI",Fast Ethernet (100 Mbit/s),Other,"Wake-On-Cast Compatibility,Control Via Remote Control App,Full Network Connectivity (Smart TV),User Adjustable Backlight",No,N/A,40.24,59.37,34,64.8,,0.37,0.4,,07/01/2022,12/13/2023,United States,ES_25251_LE-40VA4_12142023084042_7725312
2508240,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-43VA1,LE-43VA1,",*****43*********,; ,C43TAUG,; ,C43VAUG,; ,E400GD43G-G, RTGU4370,; ,LE-43TA1,; ,LE-43TA2,; ,LE-43TA3,; ,LE-43TA4,; ,LE-43TA5,; ,LE-43VA2,; ,LE-43VA3,; ,LE-43VA4,; ,LE-43VA5,; ,PG43***,; ,PG43SKA,; ,PG43SMA,; ,PTGU43**,; ,RTA43****,; ,RTA4302,; ,RTA4302-B,; ,RTAU43****,; ,RTAU4350,; ,RTAU4350-B,; ,S43TAUG,; ,S43VAUG,; ,SC-****GTV .,; ,SC-4350GTV,; ,WG43UX4210,",,Television (TV),Consumer,LCD,Direct-lit LED,42.5,774.72,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,53.32,85.86,53.32,99.24,,0.27,0.28,0,06/09/2023,06/12/2023,"United States, Canada",ES_25251_LE-43VA1_06092023152622_9290277
2508459,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-50V1,LE-50V1,",*****50*********,; ,C50TAUG,; ,C50VAUG,; ,E400GD50G-G,; ,LE-50TA1,; ,LE-50TA2,; ,LE-50TA3,; ,LE-50TA4,; ,LE-50TA5,; ,LE-50V4,; ,LE-50VA1,; ,LE-50VA2,; ,LE-50VA3,; ,LE-50VA4,; ,LE-50VA5,; ,PG50***,; ,PG50SKA,; ,PG50SMA,; ,PTGU50**,; ,RTA50****,; ,RTA5002,; ,RTA5002-B,; ,RTAQ5033,; ,RTAU****,; ,RTAU5050,; ,RTAU5050-B,; ,RTGU50**,; ,RTGU5070,; ,S50TAUG,; ,S50VAUG,; ,SC-****GTV,; ,SC-5050GTV,; ,WG50UX4210,",,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1048.11,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,61.72,101.75,72.52,134.85,,0.31,0.36,0.36,06/16/2023,06/19/2023,"United States, Canada",ES_25251_LE-50V1_06082023171105_9989129
3477694,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-50VA1,LE-50VA1,",*****50*****.,; ,LE-50T1,; ,LE-50T2,; ,LE-50T3,; ,LE-50TA1,; ,LE-50TA2,; ,LE-50TA3,; ,LE-50V1,; ,LE-50V2,; ,LE-50V3,; ,LE-50VA2,; ,LE-50VA3,; ,LE-50VB1,; ,LE-50VB2,; ,LE-50VB3,; ,LE-50VH1,; ,LE-50VH2,; ,LE-50VH3,; ,LE-50VS1,; ,LE-50VS2,; ,LE-50VS3,; ,S50VAUW,",,Television (TV),Consumer,LCD,Direct-lit LED,49.61,1051.78,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,68.37,88.01,68.37,126.94,,0.19,0.31,0,04/26/2024,05/07/2024,"United States, Canada",ES_25251_LE-50VA1_04252024163757_7975274
2508411,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-55V4,LE-55V4,",*****55*********,; ,C55TAUG,; ,C55VAUG,; ,E400GD55G-G,; ,LE-55TA1,; ,LE-55TA2,; ,LE-55TA3,; ,LE-55TA4,; ,LE-55TA5,; ,LE-55VA1,; ,LE-55VA2,; ,LE-55VA3,; ,LE-55VA4,; ,LE-55VA5,; ,PG55***,; ,PG55SKA,; ,S55TAUG,; ,S55VAUG,; ,SC-****GTV,; ,SC-5550GTV,; ,WG55UX4212,",,Television (TV),Consumer,LCD,Direct-lit LED,55,1292.46,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,72.52,116.75,72.52,134.85,,0.31,0.36,0.36,05/31/2023,06/16/2023,"United States, Canada",ES_25251_LE-55V4_06082023150442_73358
2452884,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-65V1,LE-65V1,",*****65*********,; ,C65TAUG,; ,C65VAUG,; ,LE-65TA1,; ,LE-65TA2,; ,LE-65TA3,; ,LE-65TA4,; ,LE-65V4,; ,LE-65VA1,; ,LE-65VA2,; ,LE-65VA3,; ,LE-65VA4,; ,LE-65VA5,; ,S65TAUG,; ,S65VAUG,",,Television (TV),Consumer,LCD,Direct-lit LED,64.4,1773.32,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,127.87,148.79,127.87,235.44,,0.39,0,0,03/07/2023,03/17/2023,"United States, Canada",ES_25251_LE-65V1_03252023095508_7908441
2472801,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-75VA1,LE-75VA1,",*****75*********,; ,C75TAUG,; ,C75VAUG,; ,S75TAUG,; ,S75VAUG,",,Television (TV),Consumer,LCD,Direct-lit LED,74.37,2368.25,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,148.56,185.86,148.56,273.48,,0.34,0.34,0,04/28/2023,05/05/2023,"United States, Canada",ES_25251_LE-75VA1_05042023194525_157586
2667829,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LED TV,S24TAHA,"LED TV,S24VAHA,",852819008636,Television (TV),Consumer,LCD,Direct-lit LED,24,236.98,1366,768,Standard Definition (SD),No,"Universal Serial Bus (USB),HDMI",Fast Ethernet (100 Mbit/s),None,"Wake-On-Cast Compatibility,Control Via Remote Control App,Full Network Connectivity (Smart TV),User Adjustable Backlight",No,N/A,20.79,29.25,21,45,,0.3,0.93,0.93,08/25/2023,09/07/2023,United States,ES_25251_S24TAHA_09132023102831_8714862
3530998,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",SANSUI.,LE-85TE1,LE-85TE1,",****85*********.,; ,LE-85T1,; ,LE-85V1,; ,S85TEUG,",,Television (TV),Consumer,LCD,Direct-lit LED,84.6,3061.5,3840,2160,Other,No,"Universal Serial Bus (USB),HDMI",None,None,None,No,N/A,188.8,160.71,188.8,347.06,,0.36,0.31,0.36,05/14/2024,05/21/2024,"United States, Canada",ES_25251_LE-85TE1_05142024200053_293237
2406582,Impecca,IMPECCA,LED TV,LE-32V1,",LE-32T1,; ,LE-32T2,; ,LE-32T3,; ,LE-32V2,; ,LE-32V3,; ,TL3202H,",,Television (TV),Consumer,LCD,Direct-lit LED,32,424.19,1366,768,Standard Definition (SD),No,Other,None,None,User Adjustable Backlight,No,N/A,29.06,29.33,24,46,,0.25,0,0,11/30/2022,01/05/2023,United States,ES_1128884_LE-32V1_01092023102733_3518631
2682298,Impecca,IMPECCA,TL2402H,TL2402H,,,Television (TV),Consumer,LCD,Direct-lit LED,23.55,257.45,1080,1920,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,20.82,51.93,21,39.5,,0.22,0.22,0.3,09/08/2023,10/12/2023,"United States, Canada",ES_1128884_TL2402H_10072023120625_321771
2682377,Impecca,IMPECCA,TL2404D,TL2404D,",24F1,; ,8505812,; ,ATV-24HDR,; ,DAW24R,; ,N24-D,; ,PLED2435A-K,; ,RLED2446-E,; ,RLEDV2488A-C,; ,RT2412-D,; ,RT2480,; ,RTDVD2409-E,; ,RTR2460-US.,; ,SI24R,; ,TL2400H,; ,TL2402H,; ,TL2404D,; ,TL2404D,; ,WD24HAE1001,; ,WD24HJ1100,; ,WD24HX1201,; ,WD24HX5201,; ,WR24HC2210,; ,WR24HE2210,; ,WR24HT2210,; ,WR24HX2210,; ,WR24HX2212,",,Television (TV),Consumer,LCD,Direct-lit LED,23.55,236.92,1080,1920,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,20.46,57.77,21,39,,0.24,0.24,0.3,09/10/2023,10/12/2023,"United States, Canada",ES_1128884_TL2404D_10072023140731_6472589
2448998,Impecca,IMPECCA,TL4002NS,TL4002NS,"LE-40***** (* = 0-9, A-Z, blank, symbol),LE-40***** (* = 0-9, A-Z, blank, symbol),; LE-40T1,LE-40T1,; LE-40V1,LE-40V1,",810941028885,Television (TV),Consumer,LCD,Edge-lit LED,39.5,660.6,1920,1080,High Definition (HD),No,"Universal Serial Bus (USB),HDMI",Fast Ethernet (100 Mbit/s),None,None,No,N/A,44.64,58.85,35.68,68,,0.25,0.4,0.4,08/20/2022,07/29/2022,United States,ES_1128884_TL4002NS_08012022113332_6270108
2682374,Impecca,IMPECCA,TL4302F,TL4302F,",DAW43FS,; ,DAW43FSF,; ,RT4380,; ,RTA4302,; ,RTAU4304,; ,RTAU4340,; ,SL431AN,; ,TL4302F,; ,TL4303AS.,; ,WR43FC2210,; ,WR43FE2210,; ,WR43FT2210,; ,WR43FT2212,; ,WR43FX2210,; ,WR43FX2212,",,Television (TV),Consumer,LCD,Direct-lit LED,42.5,771.91,1080,1920,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,39.69,84.79,40,74.57,,0.31,0.31,0.4,09/10/2023,10/12/2023,"United States, Canada",ES_1128884_TL4302F_10072023142844_1918756
2682264,Impecca,IMPECCA,TL5500AS,TL5500AS,",55N1,; ,ATV-55UHDR,; ,DAW55UR,; ,DAW55US,; ,RTAU5504,; ,RTAU5540.,; ,RTRU5527,; ,RTU5540-F,; ,RWOSU5547,; ,SI55UR,; ,SI55URF,; ,SL551ANU,; ,WR55UC4210,; ,WR55UE4210,; ,WR55UT4210,; ,WR55UT4212,; ,WR55UX4210,; ,WR55UX4212,",,Television (TV),Consumer,LCD,Direct-lit LED,55,1275.74,2160,3840,Other,No,"Universal Serial Bus (USB),Other,HDMI",None,None,None,No,N/A,90.36,115.73,79,166.78,,0.27,0.27,0.3,09/10/2023,10/12/2023,"United States, Canada",ES_1128884_TL5500AS_10072023151846_8898889
2732573,"LG Electronics, Inc.",LG,50QNED85TU*,50QNED85TU*,",,* may be any alphanumeric according to color of stand or enclosure",195174076637,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,49.5,1047.01,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,73.2,100.3,73.2,136,,0.3,0.4,0.4,03/01/2024,11/06/2023,United States,ES_1118034_50QNED85TU*_110720230103557_8905876
3361113,"LG Electronics, Inc.",LG,55LX1TPU*,55LX1TPU*,",,* may be any alphanumeric according to color of stand or enclosure",195174082300,Television (TV),Consumer,OLED,OLED,54.6,1275.74,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",Yes,No,105.7,123,105.7,196,,0.3,0.4,0.4,04/20/2024,01/11/2024,United States,ES_1118034_55LX1TPU*_011120240726940_2555049
2732037,"LG Electronics, Inc.",LG,55QNED85TU*,55QNED85TU*,"55QNED85TA*,55QNED85TA*,55QNED85TA* is the same as 55QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174076002,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,54.6,1275.67,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,76.9,95.8,76.9,142,,0.3,0.3,0.3,02/24/2024,11/01/2023,"United States, Canada",ES_1118034_55QNED85TU*_103120231519814_6263870
2732574,"LG Electronics, Inc.",LG,65QNED85TU*,65QNED85TU*,"65QNED85TA*,65QNED85TA*,65QNED85TA* is the same as 65QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174078099,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,64.5,1778.87,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,112,139.5,112,207,,0.3,0.4,0.4,02/20/2024,11/06/2023,United States,ES_1118034_65QNED85TU*_110720230055744_6296155
2740386,"LG Electronics, Inc.",LG,65QNED90TU*,65QNED90TU*,"65QNED90TA*,65QNED90TA*,65QNED90TA* is the same as 65QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174076767,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1778.87,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,117,138,117,216,,0.3,0.4,0.4,02/20/2024,11/14/2023,United States,ES_1118034_65QNED90TU*_111420230021647_2531310
2732809,"LG Electronics, Inc.",LG,75QNED85TU*,75QNED85TU*,"75QNED85TA*,75QNED85TA*,75QNED85TA* is the same as 75QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174078105,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,74.5,2372.62,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,140.7,163,140.7,260,,0.3,0.4,0.4,02/20/2024,11/07/2023,United States,ES_1118034_75QNED85TU*_110720230638651_9842953
2740393,"LG Electronics, Inc.",LG,75QNED90TU*,75QNED90TU*,"75QNED90TA*,75QNED90TA*,75QNED90TA* is the same as 75QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077399,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2372.62,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,138.9,174.4,138.9,256,,0.3,0.4,0.4,02/20/2024,11/20/2023,United States,ES_1118034_75QNED90TU*_112020230551427_5561536
3387569,"LG Electronics, Inc.",LG,86QNED85TU*,86QNED85TU*,",,* may be any alphanumeric according to color of stand or enclosure.",195174079454,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,85.6,3131.38,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",Yes,No,166.2,195.2,166.2,306,,0.3,0.4,0.4,04/27/2024,01/16/2024,United States,ES_1118034_86QNED85TU*_011620241302158_3067780
2732571,"LG Electronics, Inc.",LG,86QNED90TU*,86QNED90TU*,"86QNED90TA*,86QNED90TA*,86QNED90TA* is the same as 86QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174075999,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,85.6,3131.38,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,184.6,209.5,184.6,340,,0.3,0.4,0.4,02/20/2024,11/07/2023,United States,ES_1118034_86QNED90TU*_110620232307833_8438748
2837274,"LG Electronics, Inc.",LG,OLED42C4PU*,OLED42C4PU*,"OLED42C4AU*,OLED42C4AU*,OLED42C4AU* is the same as OLED42C4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077351;195174078129,Television (TV),Consumer,OLED,OLED,41.6,737.6,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",Yes,No,72.7,84.9,72.7,136,,0.3,0.5,0.5,02/20/2024,12/04/2023,United States,ES_1118034_OLED42C4PU*_120420231414970_6783407
2837273,"LG Electronics, Inc.",LG,OLED48B4PU*,OLED48B4PU*,"OLED48B4AU*,OLED48B4AU*,OLED48B4AU* is the same as OLED48B4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077368;195174078136,Television (TV),Consumer,OLED,OLED,47.5,965.32,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",Yes,No,81.3,100,81.3,151,,0.3,0.4,0.4,04/08/2024,12/01/2023,United States,ES_1118034_OLED48B4PU*_120120230350401_8021145
2837275,"LG Electronics, Inc.",LG,OLED48C4PU*,OLED48C4PU*,"OLED48C4AU*,OLED48C4AU*,OLED48C4AU* is the same as OLED48C4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077191;195174077283,Television (TV),Consumer,OLED,OLED,47.5,965.32,3840,2160,4K (UHD),Yes,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",Yes,No,83.1,96.3,83.1,155,,0.3,0.5,0.5,02/20/2024,12/04/2023,United States,ES_1118034_OLED48C4PU*_120420231425341_4673717
3354305,"Samsung Electronics Co., Ltd.",Samsung,QN65QN90DAF,QN65QN90DAF,"QN65QN90DDF,QN65QN90DDF,Same as basic model except model designation; QN65QN92DAF,QN65QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.11,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",Yes,No,121.96,149.16,121.96,265.9,,0.3,0.6,,12/29/2023,12/07/2023,United States,ES_1023593_QN65QN90DAF_121220230809405_3064777
2406515,"Samsung Electronics Co., Ltd.",Samsung,QN65QN95CAF,QN65QN95CAF,"QN65QN95CDF,QN65QN95CDF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1779.11,3840,2160,4K (UHD),No,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control",Yes,No,124.43,149.16,89,172.8,,0.3,0.4,0.3,12/31/2022,01/05/2023,United States,ES_1023593_QN65QN95CAF_010620230453930_7179399
